,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",1371,67.30486008836525
5,"intensification, mature, decay",136,6.67648502700049
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",125,6.136475208640157
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",94,4.614629356897399
4,intensification,84,4.123711340206185
1,"incipient, decay, intensification, mature, decay 2",63,3.0927835051546397
0,"decay, intensification, mature, decay 2",39,1.914580265095729
