,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",3179,71.51856017997751
4,"intensification, mature, decay",317,7.131608548931384
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",211,4.746906636670416
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",183,4.116985376827897
1,"incipient, decay, intensification, mature, decay 2",102,2.294713160854893
0,"decay, intensification, mature, decay 2",65,1.4623172103487063
