,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",231,62.60162601626016
4,"intensification, mature, decay",24,6.504065040650406
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",19,5.149051490514905
1,"incipient, decay, intensification, mature, decay 2",17,4.607046070460704
0,"decay, intensification, mature, decay 2",15,4.065040650406504
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",14,3.794037940379404
