,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",514,65.64495530012772
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",47,6.002554278416347
7,"intensification, mature, decay",45,5.747126436781609
6,intensification,32,4.086845466155811
2,"decay, intensification, mature, decay 2",28,3.5759897828863343
3,"incipient, decay, intensification, mature, decay 2",27,3.4482758620689653
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",22,2.80970625798212
0,decay,17,2.1711366538952745
1,"decay, intensification",14,1.7879948914431671
