,Type of System,Total Count,Percentage
3,"incipient, intensification, mature, decay",1021,63.21981424148606
4,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",102,6.315789473684211
6,"intensification, mature, decay",102,6.315789473684211
7,"intensification, mature, decay, intensification 2, mature 2, decay 2",84,5.201238390092879
2,"incipient, decay, intensification, mature, decay 2",74,4.58204334365325
1,"decay, intensification, mature, decay 2",50,3.095975232198142
5,intensification,43,2.6625386996904026
0,decay,39,2.414860681114551
