,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",20200,60.52253116011505
4,"intensification, mature, decay",2450,7.340604026845638
1,"incipient, decay, intensification, mature, decay 2",1946,5.830536912751678
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",1367,4.095757430488974
0,"decay, intensification, mature, decay 2",1346,4.032837967401726
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",1149,3.4425934803451583
