,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",2553,64.38839848675914
7,"intensification, mature, decay",273,6.885245901639344
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",197,4.968474148802017
3,"incipient, decay, intensification, mature, decay 2",195,4.918032786885246
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",177,4.4640605296343
6,intensification,148,3.73266078184111
2,"decay, intensification, mature, decay 2",103,2.5977301387137453
0,decay,76,1.9167717528373267
1,"decay, intensification",47,1.1853720050441363
