,Type of System,Total Count,Percentage
5,"incipient, intensification, mature, decay",6995,61.00113368797418
8,"intensification, mature, decay",845,7.36897183221418
4,"incipient, decay, intensification, mature, decay 2",667,5.81669137525072
6,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",527,4.595796633818784
9,"intensification, mature, decay, intensification 2, mature 2, decay 2",455,3.9679079096537895
2,"decay, intensification, mature, decay 2",393,3.4272259527339326
