,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",2109,66.17508628804518
7,"intensification, mature, decay",194,6.087229369312833
3,"incipient, decay, intensification, mature, decay 2",163,5.114527769061813
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",145,4.549733291496706
2,"decay, intensification, mature, decay 2",105,3.2946344524631312
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",92,2.88672732977722
