,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",2860,65.46120393682766
7,"intensification, mature, decay",296,6.77500572213321
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",220,5.035477225909819
3,"incipient, decay, intensification, mature, decay 2",163,3.730830853742275
6,intensification,156,3.5706111238269624
2,"decay, intensification, mature, decay 2",147,3.364614328221561
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",145,3.318837262531472
0,decay,90,2.0599679560540167
1,"decay, intensification",58,1.3275349050125886
