,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",2398,64.30678466076697
4,"intensification, mature, decay",263,7.052829176722982
1,"incipient, decay, intensification, mature, decay 2",182,4.880665057656208
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",179,4.800214534727809
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",159,4.263877715205148
0,"decay, intensification, mature, decay 2",98,2.628050415661036
