,Type of System,Total Count,Percentage
3,"incipient, intensification, mature, decay",588,65.11627906976744
4,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",65,7.198228128460686
2,"incipient, decay, intensification, mature, decay 2",56,6.2015503875969
6,"intensification, mature, decay",51,5.647840531561461
1,"decay, intensification, mature, decay 2",35,3.875968992248062
7,"intensification, mature, decay, intensification 2, mature 2, decay 2",23,2.547065337763012
