,start,end
incipient,1980-04-23 00:00:00,1980-04-23 08:00:00
decay,1980-04-23 09:00:00,1980-04-24 20:00:00
intensification,1980-04-24 21:00:00,1980-04-27 07:00:00
mature,1980-04-27 08:00:00,1980-04-28 04:00:00
decay 2,1980-04-28 05:00:00,1980-05-01 17:00:00
