,start,end
incipient,1979-09-04 09:00:00,1979-09-04 12:00:00
decay,1979-09-04 13:00:00,1979-09-06 07:00:00
intensification,1979-09-06 08:00:00,1979-09-08 00:00:00
mature,1979-09-08 01:00:00,1979-09-08 16:00:00
decay 2,1979-09-08 17:00:00,1979-09-11 15:00:00
