,start,end
incipient,1979-02-19 14:00:00,1979-02-20 22:00:00
intensification,1979-02-20 23:00:00,1979-02-23 12:00:00
mature,1979-02-23 13:00:00,1979-02-24 07:00:00
decay,1979-02-24 08:00:00,1979-02-25 19:00:00
intensification 2,1979-02-25 20:00:00,1979-02-28 00:00:00
mature 2,1979-02-28 01:00:00,1979-02-28 10:00:00
decay 2,1979-02-28 11:00:00,1979-03-01 02:00:00
