,start,end
incipient,2005-05-10 22:00:00,2005-05-11 02:00:00
intensification,2005-05-11 03:00:00,2005-05-11 22:00:00
mature,2005-05-11 23:00:00,2005-05-12 03:00:00
decay,2005-05-12 04:00:00,2005-05-12 13:00:00
intensification 2,2005-05-12 14:00:00,2005-05-13 05:00:00
mature 2,2005-05-13 06:00:00,2005-05-13 10:00:00
decay 2,2005-05-13 11:00:00,2005-05-14 05:00:00
