,start,end
incipient,1999-10-27 13:00:00,1999-10-27 15:00:00
intensification,1999-10-27 16:00:00,1999-10-28 03:00:00
mature,1999-10-28 04:00:00,1999-10-28 10:00:00
decay,1999-10-28 11:00:00,1999-10-29 14:00:00
