,start,end
incipient,1992-03-01 00:00:00,1992-03-01 02:00:00
decay,1992-03-01 03:00:00,1992-03-02 13:00:00
intensification,1992-03-02 14:00:00,1992-03-05 11:00:00
mature,1992-03-05 12:00:00,1992-03-06 01:00:00
decay 2,1992-03-06 02:00:00,1992-03-06 22:00:00
