,start,end
incipient,2008-09-19 10:00:00,2008-09-19 14:00:00
intensification,2008-09-19 15:00:00,2008-09-20 12:00:00
mature,2008-09-20 13:00:00,2008-09-20 19:00:00
decay,2008-09-20 20:00:00,2008-09-21 20:00:00
