,start,end
decay,2013-11-17 10:00:00,2013-11-18 08:00:00
intensification,2013-11-18 09:00:00,2013-11-21 15:00:00
mature,2013-11-21 16:00:00,2013-11-22 12:00:00
decay 2,2013-11-22 13:00:00,2013-11-29 12:00:00
