,start,end
incipient,1995-10-09 12:00:00,1995-10-10 11:00:00
intensification,1995-10-10 12:00:00,1995-10-12 16:00:00
mature,1995-10-12 17:00:00,1995-10-13 09:00:00
decay,1995-10-13 10:00:00,1995-10-15 05:00:00
