,start,end
incipient,2011-08-03 18:00:00,2011-08-03 21:00:00
intensification,2011-08-03 22:00:00,2011-08-04 09:00:00
mature,2011-08-04 10:00:00,2011-08-04 15:00:00
decay,2011-08-04 16:00:00,2011-08-05 19:00:00
