,start,end
decay,1999-10-01 08:00:00,1999-10-01 20:00:00
intensification,1999-10-01 21:00:00,1999-10-02 11:00:00
mature,1999-10-02 12:00:00,1999-10-02 16:00:00
decay 2,1999-10-02 17:00:00,1999-10-03 07:00:00
