,start,end
intensification,2019-04-24 08:00:00,2019-04-24 20:00:00
mature,2019-04-24 21:00:00,2019-04-24 23:00:00
decay,2019-04-25 00:00:00,2019-04-25 06:00:00
intensification 2,2019-04-25 07:00:00,2019-04-25 23:00:00
mature 2,2019-04-26 00:00:00,2019-04-26 03:00:00
decay 2,2019-04-26 04:00:00,2019-04-26 15:00:00
