,start,end
incipient,1997-11-09 10:00:00,1997-11-09 19:00:00
intensification,1997-11-09 20:00:00,1997-11-10 20:00:00
mature,1997-11-10 21:00:00,1997-11-11 07:00:00
decay,1997-11-11 08:00:00,1997-11-12 21:00:00
