,start,end
incipient,2019-08-27 07:00:00,2019-08-27 21:00:00
decay,2019-08-27 22:00:00,2019-08-27 23:00:00
intensification,2019-08-28 00:00:00,2019-08-28 09:00:00
mature,2019-08-28 10:00:00,2019-08-28 13:00:00
decay 2,2019-08-28 14:00:00,2019-08-29 07:00:00
residual,2019-08-29 08:00:00,2019-08-29 09:00:00
