,start,end
intensification,2009-12-12 22:00:00,2009-12-13 10:00:00
mature,2009-12-13 11:00:00,2009-12-13 17:00:00
decay,2009-12-13 18:00:00,2009-12-15 11:00:00
intensification 2,2009-12-15 12:00:00,2009-12-15 22:00:00
mature 2,2009-12-15 23:00:00,2009-12-16 02:00:00
decay 2,2009-12-16 03:00:00,2009-12-16 19:00:00
