,start,end
incipient,2006-02-10 07:00:00,2006-02-10 21:00:00
decay,2006-02-10 22:00:00,2006-02-10 23:00:00
intensification,2006-02-11 00:00:00,2006-02-11 12:00:00
mature,2006-02-11 13:00:00,2006-02-11 17:00:00
decay 2,2006-02-11 18:00:00,2006-02-12 09:00:00
