,start,end
incipient,1980-06-12 00:00:00,1980-06-12 01:00:00
decay,1980-06-12 02:00:00,1980-06-12 18:00:00
intensification,1980-06-12 19:00:00,1980-06-13 23:00:00
mature,1980-06-14 00:00:00,1980-06-14 07:00:00
decay 2,1980-06-14 08:00:00,1980-06-15 07:00:00
