,start,end
incipient,1984-11-27 01:00:00,1984-11-27 03:00:00
intensification,1984-11-27 04:00:00,1984-11-28 02:00:00
mature,1984-11-28 03:00:00,1984-11-28 08:00:00
decay,1984-11-28 09:00:00,1984-11-28 22:00:00
