,start,end
intensification,2006-06-10 10:00:00,2006-06-10 20:00:00
mature,2006-06-10 21:00:00,2006-06-11 00:00:00
decay,2006-06-11 01:00:00,2006-06-11 17:00:00
residual,2006-06-11 18:00:00,2006-06-11 20:00:00
