,start,end
incipient,1992-04-06 23:00:00,1992-04-07 00:00:00
intensification,1992-04-07 01:00:00,1992-04-07 05:00:00
mature,1992-04-07 06:00:00,1992-04-07 09:00:00
decay,1992-04-07 10:00:00,1992-04-08 00:00:00
