,start,end
intensification,1989-12-13 22:00:00,1989-12-14 02:00:00
mature,1989-12-14 03:00:00,1989-12-14 05:00:00
decay,1989-12-14 06:00:00,1989-12-14 20:00:00
residual,1989-12-14 21:00:00,1989-12-15 00:00:00
