,start,end
incipient,2001-09-23 09:00:00,2001-09-23 12:00:00
intensification,2001-09-23 13:00:00,2001-09-24 08:00:00
mature,2001-09-24 09:00:00,2001-09-24 17:00:00
decay,2001-09-24 18:00:00,2001-09-26 10:00:00
