,start,end
incipient,2018-11-22 22:00:00,2018-11-23 11:00:00
intensification,2018-11-23 12:00:00,2018-11-26 09:00:00
mature,2018-11-26 10:00:00,2018-11-27 18:00:00
decay,2018-11-27 19:00:00,2018-12-04 02:00:00
