,start,end
incipient,1990-06-08 06:00:00,1990-06-08 23:00:00
intensification,1990-06-09 00:00:00,1990-06-10 21:00:00
mature,1990-06-10 22:00:00,1990-06-11 14:00:00
decay,1990-06-11 15:00:00,1990-06-13 21:00:00
