,start,end
incipient,1998-04-08 14:00:00,1998-04-08 15:00:00
intensification,1998-04-08 16:00:00,1998-04-08 23:00:00
mature,1998-04-09 00:00:00,1998-04-09 02:00:00
decay,1998-04-09 03:00:00,1998-04-09 16:00:00
residual,1998-04-09 17:00:00,1998-04-09 21:00:00
