,start,end
intensification,2010-06-07 22:00:00,2010-06-08 09:00:00
mature,2010-06-08 10:00:00,2010-06-08 13:00:00
decay,2010-06-08 14:00:00,2010-06-09 07:00:00
intensification 2,2010-06-09 08:00:00,2010-06-10 11:00:00
mature 2,2010-06-10 12:00:00,2010-06-10 18:00:00
decay 2,2010-06-10 19:00:00,2010-06-11 15:00:00
