,start,end
incipient,2020-08-14 13:00:00,2020-08-14 23:00:00
intensification,2020-08-15 00:00:00,2020-08-17 12:00:00
mature,2020-08-17 13:00:00,2020-08-18 04:00:00
decay,2020-08-18 05:00:00,2020-08-19 21:00:00
