,start,end
incipient,2002-02-19 17:00:00,2002-02-19 22:00:00
intensification,2002-02-19 23:00:00,2002-02-20 13:00:00
mature,2002-02-20 14:00:00,2002-02-20 18:00:00
decay,2002-02-20 19:00:00,2002-02-21 06:00:00
