,start,end
incipient,2003-01-18 05:00:00,2003-01-18 08:00:00
intensification,2003-01-18 09:00:00,2003-01-18 17:00:00
mature,2003-01-18 18:00:00,2003-01-18 20:00:00
decay,2003-01-18 21:00:00,2003-01-19 09:00:00
