,start,end
decay,2020-08-25 02:00:00,2020-08-25 12:00:00
intensification,2020-08-25 13:00:00,2020-08-25 19:00:00
mature,2020-08-25 20:00:00,2020-08-25 23:00:00
decay 2,2020-08-26 00:00:00,2020-08-26 13:00:00
