,start,end
decay,2011-04-22 06:00:00,2011-04-22 09:00:00
intensification,2011-04-22 10:00:00,2011-04-23 11:00:00
mature,2011-04-23 12:00:00,2011-04-23 15:00:00
decay 2,2011-04-23 16:00:00,2011-04-23 21:00:00
