,start,end
incipient,1988-02-04 13:00:00,1988-02-04 13:00:00
intensification,1988-02-04 14:00:00,1988-02-05 03:00:00
mature,1988-02-05 04:00:00,1988-02-05 07:00:00
decay,1988-02-05 08:00:00,1988-02-05 21:00:00
