,start,end
incipient,1999-12-08 05:00:00,1999-12-08 05:00:00
intensification,1999-12-08 06:00:00,1999-12-08 11:00:00
mature,1999-12-08 12:00:00,1999-12-08 14:00:00
decay,1999-12-08 15:00:00,1999-12-08 21:00:00
residual,1999-12-08 22:00:00,1999-12-09 08:00:00
