,start,end
incipient,2013-02-23 23:00:00,2013-02-24 01:00:00
intensification,2013-02-24 02:00:00,2013-02-24 21:00:00
mature,2013-02-24 22:00:00,2013-02-25 02:00:00
decay,2013-02-25 03:00:00,2013-02-25 15:00:00
