,start,end
decay,2006-03-02 19:00:00,2006-03-03 01:00:00
intensification,2006-03-03 02:00:00,2006-03-03 07:00:00
mature,2006-03-03 08:00:00,2006-03-03 10:00:00
decay 2,2006-03-03 11:00:00,2006-03-03 21:00:00
