,start,end
incipient,2010-12-02 20:00:00,2010-12-03 03:00:00
intensification,2010-12-03 04:00:00,2010-12-03 19:00:00
mature,2010-12-03 20:00:00,2010-12-03 22:00:00
decay,2010-12-03 23:00:00,2010-12-04 03:00:00
