,start,end
decay,2020-07-23 01:00:00,2020-07-23 11:00:00
intensification,2020-07-23 12:00:00,2020-07-24 21:00:00
mature,2020-07-24 22:00:00,2020-07-25 03:00:00
decay 2,2020-07-25 04:00:00,2020-07-25 16:00:00
