,start,end
incipient,1987-10-23 10:00:00,1987-10-23 13:00:00
intensification,1987-10-23 14:00:00,1987-10-23 23:00:00
mature,1987-10-24 00:00:00,1987-10-24 04:00:00
decay,1987-10-24 05:00:00,1987-10-24 22:00:00
