,start,end
decay,1988-01-16 12:00:00,1988-01-16 20:00:00
intensification,1988-01-16 21:00:00,1988-01-17 05:00:00
mature,1988-01-17 06:00:00,1988-01-17 08:00:00
decay 2,1988-01-17 09:00:00,1988-01-17 21:00:00
residual,1988-01-17 22:00:00,1988-01-18 10:00:00
