,start,end
incipient,1984-04-13 20:00:00,1984-04-13 23:00:00
intensification,1984-04-14 00:00:00,1984-04-14 16:00:00
mature,1984-04-14 17:00:00,1984-04-14 21:00:00
decay,1984-04-14 22:00:00,1984-04-15 05:00:00
residual,1984-04-15 06:00:00,1984-04-15 08:00:00
