,start,end
incipient,2013-10-01 08:00:00,2013-10-02 06:00:00
intensification,2013-10-02 07:00:00,2013-10-04 10:00:00
mature,2013-10-04 11:00:00,2013-10-05 01:00:00
decay,2013-10-05 02:00:00,2013-10-06 07:00:00
