,start,end
incipient,1990-09-27 13:00:00,1990-09-27 14:00:00
intensification,1990-09-27 15:00:00,1990-09-28 00:00:00
mature,1990-09-28 01:00:00,1990-09-28 03:00:00
decay,1990-09-28 04:00:00,1990-09-28 14:00:00
residual,1990-09-28 15:00:00,1990-09-29 07:00:00
