,start,end
incipient,2002-06-10 00:00:00,2002-06-10 03:00:00
intensification,2002-06-10 04:00:00,2002-06-10 04:00:00
decay,2002-06-10 05:00:00,2002-06-10 12:00:00
intensification 2,2002-06-10 13:00:00,2002-06-10 20:00:00
mature,2002-06-10 21:00:00,2002-06-10 23:00:00
decay 2,2002-06-11 00:00:00,2002-06-11 09:00:00
