,start,end
incipient,2005-07-31 18:00:00,2005-08-01 09:00:00
decay,2005-08-01 10:00:00,2005-08-01 12:00:00
intensification,2005-08-01 13:00:00,2005-08-02 03:00:00
mature,2005-08-02 04:00:00,2005-08-02 06:00:00
decay 2,2005-08-02 07:00:00,2005-08-02 09:00:00
