,start,end
incipient,1991-01-25 02:00:00,1991-01-25 06:00:00
intensification,1991-01-25 07:00:00,1991-01-27 05:00:00
mature,1991-01-27 06:00:00,1991-01-27 15:00:00
decay,1991-01-27 16:00:00,1991-01-28 09:00:00
