,start,end
intensification,1992-10-17 22:00:00,1992-10-19 04:00:00
mature,1992-10-19 05:00:00,1992-10-19 14:00:00
decay,1992-10-19 15:00:00,1992-10-21 07:00:00
intensification 2,1992-10-21 08:00:00,1992-10-22 21:00:00
mature 2,1992-10-22 22:00:00,1992-10-23 08:00:00
decay 2,1992-10-23 09:00:00,1992-10-24 21:00:00
