,start,end
incipient,2004-10-31 22:00:00,2004-11-01 02:00:00
intensification,2004-11-01 03:00:00,2004-11-01 20:00:00
mature,2004-11-01 21:00:00,2004-11-02 05:00:00
decay,2004-11-02 06:00:00,2004-11-03 21:00:00
