,start,end
incipient,2008-10-09 14:00:00,2008-10-09 16:00:00
decay,2008-10-09 17:00:00,2008-10-10 05:00:00
intensification,2008-10-10 06:00:00,2008-10-10 15:00:00
mature,2008-10-10 16:00:00,2008-10-10 18:00:00
decay 2,2008-10-10 19:00:00,2008-10-11 07:00:00
