,start,end
incipient,2017-03-01 10:00:00,2017-03-01 18:00:00
intensification,2017-03-01 19:00:00,2017-03-03 02:00:00
mature,2017-03-03 03:00:00,2017-03-03 12:00:00
decay,2017-03-03 13:00:00,2017-03-04 21:00:00
