,start,end
incipient,2016-07-09 22:00:00,2016-07-09 23:00:00
intensification,2016-07-10 00:00:00,2016-07-10 06:00:00
mature,2016-07-10 07:00:00,2016-07-10 09:00:00
decay,2016-07-10 10:00:00,2016-07-10 19:00:00
residual,2016-07-10 20:00:00,2016-07-10 21:00:00
