,start,end
incipient,1998-04-14 21:00:00,1998-04-15 11:00:00
intensification,1998-04-15 12:00:00,1998-04-16 18:00:00
mature,1998-04-16 19:00:00,1998-04-17 00:00:00
decay,1998-04-17 01:00:00,1998-04-17 17:00:00
