,start,end
intensification,2010-09-25 20:00:00,2010-09-25 23:00:00
mature,2010-09-26 00:00:00,2010-09-26 01:00:00
decay,2010-09-26 02:00:00,2010-09-26 11:00:00
residual,2010-09-26 12:00:00,2010-09-26 21:00:00
